mmsi,timestamp_utc,longitude,latitude,sog_knots,cog_deg,heading_deg,vessel_name,vessel_type,length_m,source
419001001,2026-08-31T17:30:00Z,71.692837,18.277462,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:32:00Z,71.696951,18.281374,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:34:00Z,71.701077,18.285304,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:36:00Z,71.705206,18.289214,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:38:00Z,71.709341,18.293157,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:40:00Z,71.713465,18.297066,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:42:00Z,71.717602,18.300986,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:44:00Z,71.721719,18.304903,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:46:00Z,71.725856,18.308822,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:48:00Z,71.730007,18.312740,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:50:00Z,71.734117,18.316658,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:52:00Z,71.738254,18.320597,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:54:00Z,71.742390,18.324513,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:56:00Z,71.746505,18.328427,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T17:58:00Z,71.750642,18.332364,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:00:00Z,71.754773,18.336277,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:02:00Z,71.758906,18.340202,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:04:00Z,71.763052,18.344131,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:06:00Z,71.767165,18.348032,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:08:00Z,71.771312,18.351966,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:10:00Z,71.775442,18.355897,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:12:00Z,71.779561,18.359825,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:14:00Z,71.783706,18.363736,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:16:00Z,71.787847,18.367667,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:18:00Z,71.791944,18.371582,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:20:00Z,71.796092,18.375504,9.7,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:22:00Z,71.800203,18.379419,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:24:00Z,71.804354,18.383338,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:26:00Z,71.808474,18.387257,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:28:00Z,71.812604,18.391185,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:30:00Z,71.816757,18.395092,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:32:00Z,71.820876,18.399014,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:34:00Z,71.825010,18.402948,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:36:00Z,71.829171,18.406852,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T18:38:00Z,71.833283,18.410787,9.7,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:22:00Z,71.837412,18.414716,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:24:00Z,71.841550,18.418627,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:26:00Z,71.845682,18.422529,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:28:00Z,71.849796,18.426440,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:30:00Z,71.853962,18.430394,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:32:00Z,71.858073,18.434326,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:34:00Z,71.862216,18.438236,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:36:00Z,71.866357,18.442163,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:38:00Z,71.870472,18.446084,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:40:00Z,71.874627,18.449987,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:42:00Z,71.878750,18.453908,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:44:00Z,71.882899,18.457838,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:46:00Z,71.887022,18.461738,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:48:00Z,71.891151,18.465686,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:50:00Z,71.895284,18.469605,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:52:00Z,71.899424,18.473528,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:54:00Z,71.903549,18.477445,9.6,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:56:00Z,71.907705,18.481380,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T19:58:00Z,71.911831,18.485293,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:00:00Z,71.915956,18.489211,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:02:00Z,71.920108,18.493140,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:04:00Z,71.924222,18.497049,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:06:00Z,71.928368,18.500978,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:08:00Z,71.932487,18.504898,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:10:00Z,71.936629,18.508817,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:12:00Z,71.940769,18.512725,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:14:00Z,71.944895,18.516671,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:16:00Z,71.949045,18.520599,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:18:00Z,71.953168,18.524507,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:20:00Z,71.957300,18.528431,10.4,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:22:00Z,71.961443,18.532345,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:24:00Z,71.965585,18.536256,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:26:00Z,71.969730,18.540181,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:28:00Z,71.973869,18.544114,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:30:00Z,71.978009,18.548031,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:32:00Z,71.982112,18.551954,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:34:00Z,71.986271,18.555866,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:36:00Z,71.990393,18.559800,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:38:00Z,71.994537,18.563721,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:40:00Z,71.998671,18.567641,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:42:00Z,72.002813,18.571579,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:44:00Z,72.006945,18.575465,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:46:00Z,72.011062,18.579389,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:48:00Z,72.015225,18.583323,9.7,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:50:00Z,72.019352,18.587239,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:52:00Z,72.023515,18.591169,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:54:00Z,72.027618,18.595088,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:56:00Z,72.031755,18.599011,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T20:58:00Z,72.035915,18.602942,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:00:00Z,72.040037,18.606858,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:02:00Z,72.044175,18.610770,9.7,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:04:00Z,72.048303,18.614703,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:06:00Z,72.052457,18.618626,9.7,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:08:00Z,72.056585,18.622539,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:10:00Z,72.060727,18.626469,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:12:00Z,72.064856,18.630371,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:14:00Z,72.069011,18.634283,10.3,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:16:00Z,72.073151,18.638236,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:18:00Z,72.077280,18.642133,10.5,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:20:00Z,72.081420,18.646081,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:22:00Z,72.085562,18.649970,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:24:00Z,72.089709,18.653896,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:26:00Z,72.093841,18.657819,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:28:00Z,72.097972,18.661750,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:30:00Z,72.102107,18.665669,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:32:00Z,72.106242,18.669593,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:34:00Z,72.110378,18.673515,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:36:00Z,72.114523,18.677445,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:38:00Z,72.118687,18.681349,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:40:00Z,72.122809,18.685271,10.1,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:42:00Z,72.126949,18.689206,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:44:00Z,72.131080,18.693120,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:46:00Z,72.135240,18.697033,10.0,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:48:00Z,72.139353,18.700970,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:50:00Z,72.143492,18.704885,10.2,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:52:00Z,72.147635,18.708796,9.9,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:54:00Z,72.151779,18.712732,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:56:00Z,72.155923,18.716655,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001001,2026-08-31T21:58:00Z,72.160075,18.720561,9.8,45,45,SYNTH TANKER A,tanker,180,synthetic
419001002,2026-08-31T16:00:00Z,71.507897,18.281806,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:02:00Z,71.512873,18.286493,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:04:00Z,71.517827,18.291218,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:06:00Z,71.522767,18.295894,11.7,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:08:00Z,71.527746,18.300618,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:10:00Z,71.532681,18.305312,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:12:00Z,71.537623,18.310026,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:14:00Z,71.542618,18.314716,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:16:00Z,71.547549,18.319422,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:18:00Z,71.552529,18.324134,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:20:00Z,71.557459,18.328839,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:22:00Z,71.562434,18.333548,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:24:00Z,71.567392,18.338254,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:26:00Z,71.572368,18.342959,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:28:00Z,71.577306,18.347660,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:30:00Z,71.582264,18.352361,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:32:00Z,71.587221,18.357079,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:34:00Z,71.592173,18.361773,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:36:00Z,71.597133,18.366490,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:38:00Z,71.602083,18.371194,11.7,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:40:00Z,71.607049,18.375896,11.6,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:42:00Z,71.612014,18.380606,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:44:00Z,71.616967,18.385307,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:46:00Z,71.621928,18.390010,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:48:00Z,71.626877,18.394724,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:50:00Z,71.631847,18.399423,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:52:00Z,71.636790,18.404137,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:54:00Z,71.641769,18.408842,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:56:00Z,71.646723,18.413550,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T16:58:00Z,71.651687,18.418234,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:00:00Z,71.656657,18.422965,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:02:00Z,71.661589,18.427670,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:04:00Z,71.666539,18.432370,11.7,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:06:00Z,71.671512,18.437065,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:08:00Z,71.676481,18.441780,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:10:00Z,71.681461,18.446482,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:12:00Z,71.686393,18.451181,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:14:00Z,71.691370,18.455895,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:16:00Z,71.696319,18.460599,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:18:00Z,71.701293,18.465316,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:20:00Z,71.706245,18.470014,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:22:00Z,71.711193,18.474722,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:24:00Z,71.716174,18.479405,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:26:00Z,71.721126,18.484119,11.5,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:28:00Z,71.726091,18.488842,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:30:00Z,71.731050,18.493538,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:32:00Z,71.735990,18.498243,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:34:00Z,71.740986,18.502967,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:36:00Z,71.745944,18.507658,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:38:00Z,71.750898,18.512360,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:40:00Z,71.755885,18.517065,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:42:00Z,71.760830,18.521785,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:44:00Z,71.765806,18.526468,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:46:00Z,71.770752,18.531191,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:48:00Z,71.775702,18.535879,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:50:00Z,71.780673,18.540579,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:52:00Z,71.785648,18.545305,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:54:00Z,71.790616,18.550003,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:56:00Z,71.795560,18.554702,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T17:58:00Z,71.800526,18.559423,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:00:00Z,71.805488,18.564123,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:02:00Z,71.810470,18.568821,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:04:00Z,71.815437,18.573556,12.4,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:06:00Z,71.820389,18.578241,12.3,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:08:00Z,71.825352,18.582935,12.0,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:10:00Z,71.830322,18.587642,11.7,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:12:00Z,71.835268,18.592362,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:14:00Z,71.840245,18.597063,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:16:00Z,71.845208,18.601772,11.8,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:18:00Z,71.850173,18.606462,12.2,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:20:00Z,71.855141,18.611170,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:22:00Z,71.860105,18.615890,11.7,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:24:00Z,71.865062,18.620585,12.5,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:26:00Z,71.870047,18.625293,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:28:00Z,71.875024,18.629998,11.9,45,45,SYNTH CARGO B,cargo,180,synthetic
419001002,2026-08-31T18:30:00Z,71.879981,18.634711,12.1,45,45,SYNTH CARGO B,cargo,180,synthetic
